Cardio
Date,Exercise,Set,Duration,Speed/Resistance/Distance/Jumps/Sets,Elevation/Avg HR/Incline/Steps,Calories/Laps/Matches,Notes

Exercise
Date,Exercise,Set,Weight,Reps,Notes
"02-Jun-15","calf raise","1","140 kg","12",""
"02-Jun-15","calf raise","2","140 kg","12",""
"02-Jun-15","calf raise","3","140 kg","12",""
"02-Jun-15","calf raise","4","140 kg","12",""
"02-Jun-15","deadlift","1","50 kg","12",""
"02-Jun-15","deadlift","2","50 kg","10",""
"02-Jun-15","deadlift","3","70 kg","4",""
"02-Jun-15","deadlift","4","90 kg","1",""
"02-Jun-15","deadlift","5","100 kg","6",""
"02-Jun-15","deadlift","6","100 kg","6",""
"02-Jun-15","deadlift","7","100 kg","6",""

"04-Jun-15","machine shoulder press","1","25 kg","12",""
"04-Jun-15","machine shoulder press","2","25 kg","10",""
"04-Jun-15","machine shoulder press","3","35 kg","4",""
"04-Jun-15","machine shoulder press","4","45 kg","1",""
"04-Jun-15","machine shoulder press","5","52.5 kg","6",""
"04-Jun-15","machine shoulder press","6","52.5 kg","6",""
"04-Jun-15","machine shoulder press","7","52.5 kg","6",""
"04-Jun-15","barbell shrug","1","64 kg","12",""
"04-Jun-15","barbell shrug","2","64 kg","12",""
"04-Jun-15","barbell shrug","3","64 kg","12",""
"04-Jun-15","barbell shrug","4","64 kg","12",""
"04-Jun-15","cable side lateral raise","1","8.75 kg","6",""
"04-Jun-15","cable side lateral raise","2","8.75 kg","6",""
"04-Jun-15","cable side lateral raise","3","8.75 kg","6",""
"04-Jun-15","cable side lateral raise","4","8.75 kg","6",""
"04-Jun-15","lat pulldown","1","89 kg","6",""
"04-Jun-15","lat pulldown","2","89 kg","6",""
"04-Jun-15","lat pulldown","3","89 kg","6",""
"04-Jun-15","rear lateral raise","1","8 kg","8",""
"04-Jun-15","rear lateral raise","2","8 kg","8",""
"04-Jun-15","rear lateral raise","3","8 kg","8",""
"04-Jun-15","rear lateral raise","4","8 kg","8",""
"04-Jun-15","rear lateral raise","5","8 kg","8",""

"05-Jun-15","machine leg press","1","65 kg","12",""
"05-Jun-15","machine leg press","2","65 kg","10",""
"05-Jun-15","machine leg press","3","95 kg","4",""
"05-Jun-15","machine leg press","4","115 kg","1",""
"05-Jun-15","machine leg press","5","135 kg","6",""
"05-Jun-15","machine leg press","6","135 kg","6",""
"05-Jun-15","machine leg press","7","135 kg","6",""
"05-Jun-15","air bicycles","1","0.0 kg","150",""
"05-Jun-15","air bicycles","2","0.0 kg","150",""
"05-Jun-15","air bicycles","3","0.0 kg","150",""
"05-Jun-15","barbell squat","1","20 kg","12",""
"05-Jun-15","barbell squat","2","20 kg","10",""
"05-Jun-15","barbell squat","3","50 kg","4",""
"05-Jun-15","barbell squat","4","70 kg","1",""
"05-Jun-15","barbell squat","5","80 kg","6",""
"05-Jun-15","barbell squat","6","80 kg","6",""
"05-Jun-15","barbell squat","7","80 kg","6",""
"05-Jun-15","barbell squat","8","80 kg","6",""
"05-Jun-15","romanian deadlift","1","50 kg","12",""
"05-Jun-15","romanian deadlift","2","50 kg","10",""
"05-Jun-15","romanian deadlift","3","70 kg","4",""
"05-Jun-15","romanian deadlift","4","90 kg","6",""
"05-Jun-15","romanian deadlift","5","90 kg","6",""
"05-Jun-15","romanian deadlift","6","90 kg","6",""
"05-Jun-15","captains chair leg raise","1","0.0 kg","12",""
"05-Jun-15","captains chair leg raise","2","0.0 kg","12",""
"05-Jun-15","captains chair leg raise","3","0.0 kg","12",""
"05-Jun-15","captains chair leg raise","4","0.0 kg","12",""
"05-Jun-15","kneeling cable crunch","1","41.25 kg","12",""
"05-Jun-15","kneeling cable crunch","2","41.25 kg","12",""
"05-Jun-15","kneeling cable crunch","3","41.25 kg","12",""
"05-Jun-15","kneeling cable crunch","4","41.25 kg","12",""

"07-Jun-15","cable triceps pushdown","1","18.75 kg","12",""
"07-Jun-15","cable triceps pushdown","2","18.75 kg","10",""
"07-Jun-15","cable triceps pushdown","3","28.75 kg","4",""
"07-Jun-15","cable triceps pushdown","4","38.75 kg","1",""
"07-Jun-15","cable triceps pushdown","5","42.5 kg","6",""
"07-Jun-15","cable triceps pushdown","6","42.5 kg","6",""
"07-Jun-15","cable triceps pushdown","7","42.5 kg","6",""
"07-Jun-15","standing single-arm triceps extension","1","10 kg","12",""
"07-Jun-15","standing single-arm triceps extension","2","10 kg","12",""
"07-Jun-15","standing single-arm triceps extension","3","10 kg","12",""
"07-Jun-15","standing single-arm triceps extension","4","10 kg","12",""
"07-Jun-15","standing biceps curl","1","40 kg","6",""
"07-Jun-15","standing biceps curl","2","40 kg","6",""
"07-Jun-15","standing biceps curl","3","35 kg","6",""
"07-Jun-15","dumbbell biceps curl","1","10 kg","12",""
"07-Jun-15","dumbbell biceps curl","2","10 kg","10",""
"07-Jun-15","dumbbell biceps curl","3","14 kg","4",""
"07-Jun-15","dumbbell biceps curl","4","16 kg","1",""
"07-Jun-15","dumbbell biceps curl","5","18 kg","6",""
"07-Jun-15","dumbbell biceps curl","6","18 kg","6",""
"07-Jun-15","dumbbell biceps curl","7","18 kg","6",""
"07-Jun-15","dumbbell biceps curl","8","18 kg","6",""

"08-Jun-15","air bicycles","1","0.0 kg","150",""
"08-Jun-15","air bicycles","2","0.0 kg","150",""
"08-Jun-15","air bicycles","3","0.0 kg","150",""
"08-Jun-15","incline barbell bench press","1","56 kg","6",""
"08-Jun-15","incline barbell bench press","2","56 kg","6",""
"08-Jun-15","incline barbell bench press","3","56 kg","6",""
"08-Jun-15","barbell bench press","1","36 kg","12",""
"08-Jun-15","barbell bench press","2","36 kg","10",""
"08-Jun-15","barbell bench press","3","52 kg","4",""
"08-Jun-15","barbell bench press","4","72 kg","6",""
"08-Jun-15","barbell bench press","5","72 kg","6",""
"08-Jun-15","barbell bench press","6","72 kg","6",""
"08-Jun-15","captains chair leg raise","1","0.0 kg","12",""
"08-Jun-15","captains chair leg raise","2","0.0 kg","12",""
"08-Jun-15","captains chair leg raise","3","0.0 kg","12",""
"08-Jun-15","captains chair leg raise","4","0.0 kg","12",""
"08-Jun-15","kneeling cable crunch","1","41.25 kg","12",""
"08-Jun-15","kneeling cable crunch","2","41.25 kg","12",""
"08-Jun-15","kneeling cable crunch","3","41.25 kg","12",""
"08-Jun-15","kneeling cable crunch","4","41.25 kg","12",""

"10-Jun-15","one-arm row","1","32 kg","6",""
"10-Jun-15","one-arm row","2","32 kg","6",""
"10-Jun-15","one-arm row","3","32 kg","6",""
"10-Jun-15","calf raise","1","140 kg","12",""
"10-Jun-15","calf raise","2","140 kg","12",""
"10-Jun-15","calf raise","3","140 kg","12",""
"10-Jun-15","calf raise","4","140 kg","12",""
"10-Jun-15","calf raise","5","140 kg","12",""
"10-Jun-15","deadlift","1","50 kg","12",""
"10-Jun-15","deadlift","2","50 kg","10",""
"10-Jun-15","deadlift","3","70 kg","4",""
"10-Jun-15","deadlift","4","90 kg","1",""
"10-Jun-15","deadlift","5","100 kg","6",""
"10-Jun-15","deadlift","6","100 kg","6",""
"10-Jun-15","deadlift","7","100 kg","6",""
"10-Jun-15","dip","1","0.0 kg","10",""
"10-Jun-15","dip","2","0.0 kg","10",""
"10-Jun-15","dip","3","0.0 kg","10",""
"10-Jun-15","dip","4","0.0 kg","10",""
"10-Jun-15","dip","5","0.0 kg","10",""
"10-Jun-15","lat pulldown","1","91.5 kg","6",""
"10-Jun-15","lat pulldown","2","91.5 kg","6",""
"10-Jun-15","lat pulldown","3","91.5 kg","6",""

"11-Jun-15","machine shoulder press","1","25 kg","12",""
"11-Jun-15","machine shoulder press","2","25 kg","10",""
"11-Jun-15","machine shoulder press","3","35 kg","4",""
"11-Jun-15","machine shoulder press","4","45 kg","2",""
"11-Jun-15","machine shoulder press","5","52.5 kg","6",""
"11-Jun-15","machine shoulder press","6","52.5 kg","6",""
"11-Jun-15","machine shoulder press","7","52.5 kg","6",""
"11-Jun-15","barbell shrug","1","64 kg","12",""
"11-Jun-15","barbell shrug","2","64 kg","12",""
"11-Jun-15","barbell shrug","3","64 kg","12",""
"11-Jun-15","barbell shrug","4","64 kg","12",""
"11-Jun-15","barbell shrug","5","64 kg","12",""
"11-Jun-15","cable side lateral raise","1","8.75 kg","6",""
"11-Jun-15","cable side lateral raise","2","8.75 kg","6",""
"11-Jun-15","cable side lateral raise","3","8.75 kg","6",""
"11-Jun-15","cable side lateral raise","4","8.75 kg","6",""
"11-Jun-15","rear lateral raise","1","10 kg","6",""
"11-Jun-15","rear lateral raise","2","10 kg","6",""
"11-Jun-15","rear lateral raise","3","10 kg","6",""
"11-Jun-15","rear lateral raise","4","10 kg","6",""

"13-Jun-15","barbell squat","1","20 kg","12",""
"13-Jun-15","barbell squat","2","20 kg","10",""
"13-Jun-15","barbell squat","3","50 kg","4",""
"13-Jun-15","barbell squat","4","70 kg","1",""
"13-Jun-15","barbell squat","5","80 kg","6",""
"13-Jun-15","barbell squat","6","80 kg","6",""
"13-Jun-15","barbell squat","7","80 kg","6",""
"13-Jun-15","barbell squat","8","80 kg","6",""
"13-Jun-15","romanian deadlift","1","70 kg","12",""
"13-Jun-15","romanian deadlift","2","70 kg","12",""
"13-Jun-15","romanian deadlift","3","70 kg","12",""
"13-Jun-15","romanian deadlift","4","70 kg","12",""
"13-Jun-15","machine leg press","1","65 kg","12",""
"13-Jun-15","machine leg press","2","65 kg","10",""
"13-Jun-15","machine leg press","3","95 kg","4",""
"13-Jun-15","machine leg press","4","115 kg","1",""
"13-Jun-15","machine leg press","5","137.5 kg","6",""
"13-Jun-15","machine leg press","6","137.5 kg","6",""
"13-Jun-15","machine leg press","7","137.5 kg","6",""

"14-Jun-15","air bicycles","1","0.0 kg","150",""
"14-Jun-15","air bicycles","2","0.0 kg","150",""
"14-Jun-15","air bicycles","3","0.0 kg","150",""
"14-Jun-15","cable triceps pushdown","1","21.25 kg","12",""
"14-Jun-15","cable triceps pushdown","2","21.25 kg","10",""
"14-Jun-15","cable triceps pushdown","3","31.25 kg","4",""
"14-Jun-15","cable triceps pushdown","4","41.25 kg","1",""
"14-Jun-15","cable triceps pushdown","5","43.75 kg","6",""
"14-Jun-15","cable triceps pushdown","6","43.75 kg","6",""
"14-Jun-15","cable triceps pushdown","7","43.75 kg","6",""
"14-Jun-15","standing biceps curl","1","40 kg","6",""
"14-Jun-15","standing biceps curl","2","40 kg","6",""
"14-Jun-15","standing biceps curl","3","40 kg","6",""
"14-Jun-15","dumbbell biceps curl","1","10 kg","12",""
"14-Jun-15","dumbbell biceps curl","2","10 kg","10",""
"14-Jun-15","dumbbell biceps curl","3","14 kg","4",""
"14-Jun-15","dumbbell biceps curl","4","16 kg","1",""
"14-Jun-15","dumbbell biceps curl","5","20 kg","6",""
"14-Jun-15","dumbbell biceps curl","6","20 kg","6",""
"14-Jun-15","dumbbell biceps curl","7","20 kg","6","failed really"
"14-Jun-15","lying triceps extension","1","30 kg","12",""
"14-Jun-15","lying triceps extension","2","30 kg","12",""
"14-Jun-15","lying triceps extension","3","30 kg","12",""
"14-Jun-15","lying triceps extension","4","30 kg","12",""
"14-Jun-15","captains chair leg raise","1","0.0 kg","12",""
"14-Jun-15","captains chair leg raise","2","0.0 kg","12",""
"14-Jun-15","captains chair leg raise","3","0.0 kg","12",""
"14-Jun-15","captains chair leg raise","4","0.0 kg","12",""
"14-Jun-15","captains chair leg raise","5","0.0 kg","12",""
"14-Jun-15","kneeling cable crunch","1","43.75 kg","12",""
"14-Jun-15","kneeling cable crunch","2","43.75 kg","12",""
"14-Jun-15","kneeling cable crunch","3","43.75 kg","12",""
"14-Jun-15","kneeling cable crunch","4","43.75 kg","12",""
